causa_morte,descricao_morte,soma_morte
C248,Neoplasia Maligna Das Vias Biliares Com Lesão Invasiva,137
B199,"Hepatite Viral, Não Especificada, Sem Coma",137
X995,Agressão Por Meio de Objeto Cortante ou Penetrante,136
W740,Afogamento e Submersão Não Especificados,136
K265,Úlcera Duodenal,135
C969,"Neoplasia Maligna Dos Tecidos Linfático, Hematopoético e Tecidos Correlatos, Não Especificada",135
Y199,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada",134
X707,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação",134
X689,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",133
X680,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",133
V124,Ciclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,133
K829,"Doença da Vesícula Biliar, Sem Outra Especificação",133
W349,Projéteis de Outras Armas de Fogo e Das Não Especificadas,132
L029,"Abscesso Cutâneo, Furúnculo e Antraz de Localização Não Especificada",132
K269,Úlcera Duodenal,132
C410,Neoplasia Maligna Dos Ossos do Crânio e da Face,132
I832,Varizes Dos Membros Inferiores Com Úlcera e Inflamação,131
I828,Embolia e Trombose de Outras Veias Especificadas,131
I702,Aterosclerose Das Artérias Das Extremidades,131
G300,Doença de Alzheimer de Início Precoce,131
E106,Diabetes Mellitus Insulino-dependente,131
X420,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,130
K839,"Doença Das Vias Biliares, Sem Outra Especificação",130
K519,"Colite Ulcerativa, Sem Outra Especificação",130
J182,Pneumonia Hipostática Não Especificada,130
D570,Anemia Falciforme Com Crise,130
C108,Neoplasia Maligna da Orofaringe Com Lesão Invasiva,130
W878,Exposição a Corrente Elétrica Não Especificada,129
W840,Riscos Não Especificados à Respiração,129
K658,Outras Peritonites,129
I959,Hipotensão Não Especificada,129
G903,Degeneração Multissistêmica,129
F142,Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaína,129
W738,Outros Afogamentos e Submersão Especificados,128
K861,Outras Pancreatites Crônicas,126
K700,Fígado Gorduroso Alcoólico,126
J985,Doenças do Mediastino Não Classificadas em Outra Parte,126
G410,Estado de Grande Mal Epiléptico,126
C829,"Linfoma Não-Hodgkin, Folicular, Não Especificado",126
I779,"Afecções de Artérias e Arteríolas, Não Especificadas",125
Q210,Comunicação Interventricular,124
P271,Displasia Broncopulmonar Originada no Período Perinatal,124
I692,Seqüelas de Outras Hemorragias Intracranianas Não Traumáticas,124
I614,Hemorragia Intracerebral Cerebelar,124
Y040,Agressão Por Meio de Força Corporal,123
W708,Afogamento e Submersão Conseqüentes a Queda Dentro de Águas Naturais,123
V301,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Pedestre ou um Animal,123
I083,"Transtornos Das Valvas Mitral, Aórtica e Tricúspide",123
N110,Pielonefrite Não-obstrutiva Crônica Associada a Refluxo,122
I633,Infarto Cerebral Devido a Trombose de Artérias Cerebrais,122
V878,"Pessoa Traumatizada em Outros Acidentes de Transporte Especificados Com Veículo a Motor, Sem Colisão (acidente de Trânsito)",121
P368,Outras Septicemias Bacterianas do Recém-nascido,121
J698,Pneumonite Devida a Outros Sólidos e Líquidos,121
I81,Trombose da Veia Porta,121
Y86,Seqüelas de Outros Acidentes,120
W209,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",120
M329,Lúpus Eritematoso Disseminado (sistêmico) Não Especificado,120
Y835,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Amputação de Membro(s), Sem Menção de Acidente Durante a Intervenção",119
W149,Queda de Árvore,118
I051,Insuficiência Mitral Reumática,118
E875,Hiperpotassemia,118
C402,Neoplasia Maligna Dos Ossos Longos Dos Membros Inferiores,118
C342,"Neoplasia Maligna do Lobo Médio, Brônquio ou Pulmão",118
Y240,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada",117
X992,Agressão Por Meio de Objeto Cortante ou Penetrante,117
I615,Hemorragia Intracerebral Intraventricular,117
I612,Hemorragia Intracerebral Hemisférica Não Especificada,117
C751,Neoplasia Maligna da Glândula Hipófise (pituitária),117
V285,Motociclista Traumatizado em um Acidente de Transporte Sem Colisão,116
C945,Mielofibrose Aguda,116
C837,Tumor de Burkitt,116
W069,Queda de um Leito,115
V479,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Objeto Fixo ou Parado,115
J628,Pneumoconiose Devida a Outras Poeiras Que Contenham Sílica,115
I349,"Transtornos Não-reumáticos da Valva Mitral, Não Especificados",115
C492,"Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles Dos Membros Inferiores, Incluindo Quadril",115
C099,"Neoplasia Maligna da Amígdala, Não Especificada",115
X919,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",114
X749,Lesão Autoprovocada Intencionalmente Por Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada,114
Q878,"Outras Síndromes Com Malformações Congênitas Especificadas, Não Classificadas em Outra Parte",114
P293,Persistência da Circulação Fetal,114
M628,Outros Transtornos Musculares Especificados,114
I99,Outros Transtornos do Aparelho Circulatório e os Não Especificados,114
I729,Aneurisma de Localização Não Especificada,114
G700,Miastenia Gravis,114
E059,Tireotoxicose Não Especificada,114
C444,Neoplasia Maligna da Pele do Couro Cabeludo e do Pescoço,114
X849,Lesão Autoprovocada Intencionalmente Por Meios Não Especificados,113
M819,Osteoporose Não Especificada,113
K297,Gastrite Não Especificada,113
Q049,Malformação Congênita Não Especificada do Encéfalo,112
O994,"Doenças do Aparelho Circulatório Complicando a Gravidez, o Parto e o Puerpério",111
N209,"Calculose Urinária, Não Especificada",111
I058,Outras Doenças da Valva Mitral,111
G400,Epilepsia e Síndromes Epilépticas Idiopáticas Definidas Por Sua Localização (focal) (parcial) Com Crises de Início Focal,111
G060,Abscesso e Granuloma Intracranianos,111
I352,Estenose (da Valva) Aórtica Com Insuficiência,110
E441,Desnutrição Protéico-calórica Leve,110
B189,Hepatite Viral Crônica Não Especificada,110
Q250,Permeabilidade do Canal Arterial,109
P832,Hidropsia Fetal Não-devida à Doença Hemolítica,109
K759,"Doença Hepática Inflamatória, Sem Outra Especificação",109
C227,Outros Carcinomas Especificados do Fígado,109
Y831,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Intervenção Cirúrgica Com Implante de Uma Prótese Interna, Sem Menção de Acidente Durante a Intervenção",108
N300,Cistite Aguda,108
G09,Seqüelas de Doenças Inflamatórias do Sistema Nervoso Central,108
F199,Transtornos Mentais e Comportamentais Devidos ao Uso de Múltiplas Drogas e ao Uso de Outras Substâncias Psicoativas,108
C028,Neoplasia Maligna da Língua Com Lesão Invasiva,108
W809,Inalação e Ingestão de Outros Objetos Causando Obstrução do Trato Respiratório,107
V245,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,107
V184,Ciclista Traumatizado em um Acidente de Transporte Sem Colisão,107
P012,Feto e Recém-nascido Afetados Por Oligohidrâmnio,107
K261,Úlcera Duodenal,107
J64,Pneumoconiose Não Especificada,107
I728,Aneurisma de Outras Artérias Especificadas,107
A502,Sífilis Congênita Precoce Não Especificada,107
K754,Hepatite Autoimune,106
I229,Infarto do Miocárdio Recorrente de Localização Não Especificada,106
W744,Afogamento e Submersão Não Especificados,105
C257,Neoplasia Maligna de Outras Partes do Pâncreas,105
C148,"Neoplasia Maligna do Lábio, Cavidade Oral e Faringe Com Lesão Invasiva",105
Q613,Rim Policístico Não Especificado,104
G459,Isquemia Cerebral Transitória Não Especificada,104
D487,Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizações Especificadas,104
C33,Neoplasia Maligna da Traquéia,104
Q211,Comunicação Interatrial,103
K567,"Íleo, Não Especificado",103
D400,Neoplasia de Comportamento Incerto ou Desconhecido da Próstata,103
P059,Retardo Não Especificado do Crescimento Fetal,102
N429,Afecção Não Especificada da Próstata,102
D593,Síndrome Hemolítico-urêmica,102
C163,Neoplasia Maligna do Antro Pilórico,102
B218,Doença Pelo HIV Resultando em Outras Neoplasias Malignas,102
X935,Agressão Por Meio de Disparo de Arma de Fogo de Mão,101
V139,"Ciclista Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Ciclista Não Especificado Traumatizado em um Acidente de Trânsito",101
P290,Insuficiência Cardíaca Neonatal,101
K252,Úlcera Gástrica,101
I720,Aneurisma da Artéria Carótida,101
C700,Neoplasia Maligna Das Meninges Cerebrais,101
K739,"Hepatite Crônica, Sem Outra Especificação",100
G404,Outras Epilepsias e Síndromes Epilépticas Generalizadas,100
C178,Neoplasia Maligna do Intestino Delgado Com Lesão Invasiva,100
W208,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",99
C765,Neoplasia Maligna do Membro Inferior,99
A412,Septicemia Por Estafilococos Não Especificados,99
C720,Neoplasia Maligna da Medula Espinhal,98
C409,Neoplasia Maligna Dos Ossos e Cartilagens Articulares de Membro Não Especificado,98
I891,Linfangite,97
X809,Lesão Autoprovocada Intencionalmente Por Precipitação de um Lugar Elevado,96
Q251,Coartação da Aorta,96
N009,Síndrome Nefrítica Aguda,96
J851,Abscesso do Pulmão Com Pneumonia,96
C343,"Neoplasia Maligna do Lobo Inferior, Brônquio ou Pulmão",96
P243,Aspiração Neonatal de Leite e Alimento Regurgitados,95
D439,"Neoplasia de Comportamento Incerto ou Desconhecido do Sistema Nervoso Central, Não Especificado",95
D430,"Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo, Supratentorial",95
D320,Neoplasia Benigna Das Meninges Cerebrais,95
V039,"Pedestre Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Acidente Não Especificado se de Trânsito ou Não de Trânsito",94
O141,Pré-eclâmpsia Grave,94
M629,Transtorno Muscular Não Especificado,94
M199,Artrose Não Especificada,94
K279,Úlcera Péptica de Localização Não Especificada,94
G129,Atrofia Muscular Espinal Não Especificada,94
B341,Infecção Por Enterovírus de Localização Não Especificada,94
X918,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",93
V189,Ciclista Traumatizado em um Acidente de Transporte Sem Colisão,93
K319,"Doenças do Estômago e do Duodeno, Sem Outra Especificação",93
C924,Leucemia Pró-mielocítica Aguda,93
C857,Outros Tipos Especificados de Linfoma Não-Hodgkin,93
C251,Neoplasia Maligna do Corpo do Pâncreas,93
C210,"Neoplasia Maligna do Ânus, Não Especificado",93
V295,"Passageiro Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",92
P071,Outros Recém-nascidos de Peso Baixo,92
M349,Esclerose Sistêmica Não Especificada,92
K570,Doença Diverticular do Intestino Delgado Com Perfuração e Abscesso,92
J09,Influenza (gripe) Devida a Vírus Identificado da Gripe Aviária,92
C414,"Neoplasia Maligna Dos Ossos da Pelve, Sacro e Cóccix",92
V874,Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e um Veículo de Transporte Pesado (acidente de Trânsito),91
K430,"Hérnia Ventral Com Obstrução, Sem Gangrena",91
I716,"Aneurisma da Aorta Toráco-abdominal, Sem Menção de Ruptura",91
I634,Infarto Cerebral Devido a Embolia de Artérias Cerebrais,91
F104,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,91
C759,"Neoplasia Maligna de Glândula Endócrina, Não Especificada",91
C65,Neoplasia Maligna da Pelve Renal,91
X804,Lesão Autoprovocada Intencionalmente Por Precipitação de um Lugar Elevado,90
D432,"Neoplasia de Comportamento Incerto ou Desconhecido do Encéfalo, Não Especificado",90
A309,Hanseníase (lepra) Não Especificada,90
X974,"Agressão Por Meio de Fumaça, Fogo e Chamas",89
Q220,Atresia da Valva Pulmonar,89
Q212,Comunicação Atrioventricular,89
K743,Cirrose Biliar Primária,89
K219,Doença de Refluxo Gastroesofágico Sem Esofagite,89
I859,Varizes Esofagianas Sem Sangramento,89
F100,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,89
D693,Púrpura Trombocitopênica Idiopática,89
D464,"Anemia Refratária, Não Especificada",89
C300,Neoplasia Maligna da Cavidade Nasal,89
C252,Neoplasia Maligna da Cauda do Pâncreas,89
C181,Neoplasia Maligna do Apêndice (vermiforme),89
X699,"Auto-intoxicação Por e Exposição, Intencional, a Outros Produtos Químicos e Substâncias Nocivas Não Especificadas",88
X840,Lesão Autoprovocada Intencionalmente Por Meios Não Especificados,87
X769,"Lesão Autoprovocada Intencionalmente Pela Fumaça, Pelo Fogo e Por Chamas",87
R090,Asfixia,87
I723,Aneurisma de Artéria Ilíaca,87
E835,Distúrbios do Metabolismo do Cálcio,87
W200,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",86
Q999,Anomalia Cromossômica Não Especificada,86
M319,Vasculopatia Necrotizante Não Especificada,86
K869,"Doença do Pâncreas, Sem Outra Especificação",86
I099,Doença Cardíaca Reumática Não Especificada,86
C268,Neoplasia Maligna do Aparelho Digestivo Com Lesão Invasiva,86
X944,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre",85
N151,Abscesso Renal e Perinefrético,85
J852,Abscesso do Pulmão Sem Pneumonia,85
I839,Varizes Dos Membros Inferiores Sem Úlcera ou Inflamação,85
C155,Neoplasia Maligna do Terço Inferior do Esôfago,85
B171,Hepatite Aguda C,85
X705,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação",84
X209,Contato Com Serpentes e Lagartos Venenosos,84
W182,Outras Quedas no Mesmo Nível,84
Q042,Holoprosencefalia,84
O998,"Outras Doenças e Afecções Especificadas Complicando a Gravidez, o Parto e o Puerpério",84
N319,Disfunção Neuromuscular Não Especificada da Bexiga,84
N049,Síndrome Nefrótica,84
L038,Celulite de Outros Locais,84
K429,Hérnia Umbilical Sem Obstrução ou Gangrena,84
J709,Afecções Respiratórias Devidas a Agentes Externos Não Especificados,84
G932,Hipertensão Intracraniana Benigna,84
E876,Hipopotassemia,84
B91,Seqüelas de Poliomielite,84
Y280,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",83
V496,"Ocupante Não Especificado de um Automóvel (carro) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",83
V280,Motociclista Traumatizado em um Acidente de Transporte Sem Colisão,83
Q043,Outras Deformidades Por Redução do Encéfalo,83
J151,Pneumonia Devida a Pseudomonas,83
C578,Neoplasia Maligna Dos Órgãos Genitais Femininos Com Lesão Invasiva,83
Y284,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",82
X718,Lesão Autoprovocada Intencionalmente Por Afogamento e Submersão,82
X690,"Auto-intoxicação Por e Exposição, Intencional, a Outros Produtos Químicos e Substâncias Nocivas Não Especificadas",82
M169,Coxartrose Não Especificada,82
B99,"Doenças Infecciosas, Outras e as Não Especificadas",82
B451,Criptococose Cerebral,82
Q390,"Atresia de Esôfago, Sem Fístula",81
P200,Hipóxia Intra-uterina Diagnosticada Antes do Início do Trabalho de Parto,81
O95,Morte Obstétrica de Causa Não Especificada,81
J848,Outras Doenças Pulmonares Intersticiais Especificadas,81
F339,Transtorno Depressivo Recorrente Sem Especificação,81
F200,Esquizofrenia Paranóide,81
B575,Doença de Chagas (crônica) Com Comprometimento de Outros Órgãos,81
V275,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,80
K439,Hérnia Ventral Sem Obstrução ou Gangrena,80
I610,Hemorragia Intracerebral Hemisférica Subcortical,80
G969,Transtorno Não Especificado do Sistema Nervoso Central,80
D62,Anemia Aguda Pós-hemorrágica,80
C579,"Neoplasia Maligna de Órgão Genital Feminino, Não Especificado",80
Y848,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Outros Procedimentos Médicos, Sem Menção de Acidente Durante o Procedimento",79
Y149,"Envenenamento (intoxicação) Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas e as Não Especificadas, Intenção Não Determinada",79
X979,"Agressão Por Meio de Fumaça, Fogo e Chamas",79
V298,Motociclista (qualquer) Traumatizado em Outros Acidentes de Transporte Especificados,79
R58,Hemorragia Não Classificada em Outra Parte,79
P022,Feto e Recém-nascido Afetados Por Outras Anormalidades Morfológicas e Funcionais da Placenta e as Não Especificadas,79
K513,Retossigmoidite Ulcerativa (crônica),79
E114,Diabetes Mellitus Não-insulino-dependente,79
Y208,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",78
M348,Outras Formas de Esclerose Sistêmica,78
K702,Fibrose e Esclerose Alcoólicas do Fígado,78
I616,Hemorragia Intracerebral de Múltiplas Localizações,78
I019,Doença Cardíaca Reumática Aguda Não Especificada,78
C151,Neoplasia Maligna da Porção Torácica do Esôfago (esôfago Torácico),78
A810,Doença de Creutzfeldt-Jakob,78
P60,Coagulação Intravascular Disseminada do Feto e do Recém-nascido,77
K222,Obstrução do Esôfago,77
I278,Outras Doenças Pulmonares do Coração Especificadas,77
G119,Ataxia Hereditária Não Especificada,77
W198,Queda Sem Especificação,76
P009,Feto e Recém-nascido Afetados Por Afecção Materna Não Especificada,76
G911,Hidrocefalia Obstrutiva,76
G310,Atrofia Cerebral Circunscrita,76
E782,Hiperlipidemia Mista,76
C791,"Neoplasia Maligna Secundária da Bexiga, de Outro Órgão Urinário e Não Especificado",76
B232,Doença Pelo HIV Resultando em Anomalias Hematológicas e Imunológicas Não Classificadas em Outra Parte,76
X932,Agressão Por Meio de Disparo de Arma de Fogo de Mão,75
P298,Outros Transtornos Cardiovasculares Originados no Período Perinatal,75
I409,Miocardite Aguda Não Especificada,75
C433,Melanoma Maligno de Outras Partes e Partes Não Especificadas da Face,75
C154,Neoplasia Maligna do Terço Médio do Esôfago,75
Y850,Seqüelas de um Acidente de Veículo a Motor,74
P039,Feto e Recém-nascido Afetados Por Complicações Não Especificadas do Trabalho de Parto e do Parto,74
G98,Outros Transtornos do Sistema Nervoso Não Classificados em Outra Parte,74
C902,Plasmocitoma Extramedular,74
C37,Neoplasia Maligna do Timo,74
C161,Neoplasia Maligna do Fundo do Estômago,74
I740,Embolia e Trombose da Aorta Abdominal,73
E144,Diabetes Mellitus Não Especificado,73
C699,"Neoplasia Maligna do Olho, Não Especificado",73
X760,"Lesão Autoprovocada Intencionalmente Pela Fumaça, Pelo Fogo e Por Chamas",72
V809,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte Não Especificados,72
Q203,Comunicação Ventrículo-atrial Discordante,72
K558,Outros Transtornos Vasculares do Intestino,72
J981,Colapso Pulmonar,72
I515,Degeneração Miocárdica,72
E854,Amiloidose Limitada a Órgãos,72
D589,Anemia Hemolítica Hereditária Não Especificada,72
C66,Neoplasia Maligna Dos Ureteres,72
K421,Hérnia Umbilical Com Gangrena,71
G822,Paraplegia Não Especificada,71
D849,Imunodeficiência Não Especificada,71
D648,Outras Anemias Especificadas,71
C530,Neoplasia Maligna do Endocérvix,71
B004,Encefalite Devida ao Vírus do Herpes,71
X619,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",70
V049,Pedestre Traumatizado em Colisão Com um Veículo de Transporte Pesado ou Com um Ônibus,70
R060,Dispnéia,70
P261,Hemorragia Pulmonar Maciça Originada no Período Perinatal,70
C321,Neoplasia Maligna da Região Supraglótica,70
B574,Doença de Chagas (crônica) Com Comprometimento do Sistema Nervoso,70
B029,Herpes Zoster Sem Complicação,70
Y204,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",69
X997,Agressão Por Meio de Objeto Cortante ou Penetrante,69
X449,"Envenenamento (intoxicação) Acidental Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas Não Especificadas",69
J398,Outras Doenças Especificadas Das Vias Aéreas Superiores,69
I342,"Estenose (da Valva) Mitral, Não-reumática",69
G808,Outras Formas de Paralisia Cerebral,69
D259,"Leiomioma do Útero, Não Especificado",69
C711,Neoplasia Maligna do Lobo Frontal,69
Y129,"Envenenamento (intoxicação) Por e Exposição a Narcóticos e a Psicodislépticos (alucinógenos) Não Classificados em Outra Parte, Intenção Não Determinada",68
P228,Outros Desconfortos Respiratórios do Recém-nascido,68
O721,Outras Hemorragias do Pós-parto Imediato,68
K221,Úlcera do Esôfago,68
J168,Pneumonia Devida a Outros Microorganismos Infecciosos Especificados,68
I601,Hemorragia Subaracnóide Proveniente da Artéria Cerebral Média,68
E859,Amiloidose Não Especificada,68
E662,Obesidade Extrema Com Hipoventilação Alveolar,68
C12,Neoplasia Maligna do Seio Piriforme,68
L080,Piodermite,67
I748,Embolia e Trombose de Outras Artérias,67
G408,Outras Epilepsias,67
F322,Episódio Depressivo Grave Sem Sintomas Psicóticos,67
C418,Neoplasia Maligna Dos Ossos e Das Cartilagens Articulares Com Lesão Invasiva,67
X702,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação",66
W014,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",66
V495,"Passageiro Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",66
L024,"Abscesso Cutâneo, Furúnculo e Antraz Do(s) Membro(s)",66
K271,Úlcera Péptica de Localização Não Especificada,66
K229,"Doença do Esôfago, Sem Outra Especificação",66
C089,"Neoplasia Maligna da Glândula Salivar Maior, Não Especificada",66
A35,Outros Tipos de Tétano,66
Y260,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada",65
W670,Afogamento e Submersão em Piscina,65
W188,Outras Quedas no Mesmo Nível,65
C494,Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles do Abdome,65
C490,"Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles da Cabeça, Face e Pescoço",65
C319,"Neoplasia Maligna do Seio da Face, Não Especificado",65
C224,Outros Sarcomas do Fígado,65
B217,Doença Pelo HIV Resultando em Múltiplas Neoplasias Malignas,65
Y883,Seqüelas de Reação Anormal em Paciente ou Complicação Tardia Causada Por Procedimento Médico e Cirúrgico Sem Menção de Acidente Durante o Procedimento,64
W697,Afogamento e Submersão em Águas Naturais,64
W129,Queda em ou de um Andaime,64
K928,Outras Doenças Especificadas do Aparelho Digestivo,64
J450,Asma Predominantemente Alérgica,64
I254,Aneurisma de Artéria Coronária,64
G930,Cistos Cerebrais,64
A170,Meningite Tuberculosa,64
Y872,Seqüelas de um Fato Cuja Intenção é Indeterminada,63
W178,Outras Quedas de um Nível a Outro,63
Q209,Malformação Congênita Não Especificada Das Câmaras e Das Comunicações Cardíacas,63
K270,Úlcera Péptica de Localização Não Especificada,63
K260,Úlcera Duodenal,63
J152,Pneumonia Devida a Staphylococcus,63
I052,Estenose Mitral Com Insuficiência,63
G938,Outros Transtornos Especificados do Encéfalo,63
C442,Neoplasia Maligna da Pele da Orelha e do Conduto Auditivo Externo,63
Y159,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada",62
V699,Ocupante (qualquer) de um Veículo de Transporte Pesado Traumatizado em um Acidente de Trânsito Não Especificado,62
L022,"Abscesso Cutâneo, Furúnculo e Antraz do Tronco",62
G042,Meningoencefalite e Meningomielite Bacterianas Não Classificadas em Outra Parte,62
E127,Diabetes Mellitus Relacionado Com a Desnutrição,62
D500,Anemia Por Deficiência de Ferro Secundária à Perda de Sangue (crônica),62
C779,"Neoplasia Maligna Secundária e Não Especificada de Gânglio Linfático, Não Especificado",62
C445,Neoplasia Maligna da Pele do Tronco,62
C399,Neoplasia Maligna de Localizações Mal Definidas do Aparelho Respiratório,62
C310,Neoplasia Maligna do Seio Maxilar,62
W138,Queda de ou Para Fora de Edifícios ou Outras Estruturas,61
F319,Transtorno Afetivo Bipolar Não Especificado,61
F107,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,61
W134,Queda de ou Para Fora de Edifícios ou Outras Estruturas,60
Q391,"Atresia de Esôfago, Com Fístula Traqueoesofágica",60
D610,Anemia Aplástica Constitucional,60
D45,Policitemia Vera,60
D352,Neoplasia Benigna da Glândula Hipófise (pituitária),60
Y354,Intervenção Legal Envolvendo o Uso de Objetos Cortantes e Penetrantes,59
X000,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,59
W140,Queda de Árvore,59
M464,Discite Não Especificada,59
K660,Aderências Peritoniais,59
J680,"Bronquite e Pneumonite Devida a Produtos Químicos, Gases, Fumaças e Vapores",59
J679,Pneumonite de Hipersensibilidade Devida a Poeira Orgânica Não Especificada,59
J431,Enfisema Panlobular,59
I770,Fístula Arteriovenosa Adquirida,59
I724,Aneurisma de Artéria Dos Membros Inferiores,59
D391,Neoplasia de Comportamento Incerto ou Desconhecido do Ovário,59
W788,Inalação do Conteúdo Gástrico,58
V029,Pedestre Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,58
R190,"Massa, Tumoração ou Tumefação Intra-abdominal e Pélvica",58
L021,"Abscesso Cutâneo, Furúnculo e Antraz do Pescoço",58
K599,"Transtorno Intestinal Funcional, Não Especificado",58
K571,Doença Diverticular do Intestino Delgado Sem Perfuração ou Abscesso,58
K295,"Gastrite Crônica, Sem Outra Especificação",58
J13,Pneumonia Devida a Streptococcus Pneumoniae,58
I241,Síndrome de Dressler,58
F059,Delirium Não Especificado,58
D591,Outras Anemias Hemolíticas Auto-imunes,58
C481,Neoplasia Maligna de Partes Especificadas do Peritônio,58
C253,Neoplasia Maligna do Canal Pancreático,58
Q059,Espinha Bífida Não Especificada,57
L930,Lúpus Eritematoso Discóide,57
K610,Abscesso Anal,57
J100,Influenza Com Pneumonia Devida a Outro Vírus da Influenza (gripe) Identificado,57
I513,"Trombose Intracardíaca, Não Classificada em Outra Parte",57
G92,Encefalopatia Tóxica,57
F149,Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaína,57
D371,Neoplasia de Comportamento Incerto ou Desconhecido do Estômago,57
C97,Neoplasias Malignas de Localizações Múltiplas Independentes (primárias),57
A509,Sífilis Congênita Não Especificada,57
W877,Exposição a Corrente Elétrica Não Especificada,56
V059,Pedestre Traumatizado em Colisão Com Trem (comboio) ou um Veículo Ferroviário,56
Q219,Malformação Congênita Não Especificada de Septo Cardíaco,56
P201,Hipóxia Intra-uterina Diagnosticada Durante o Trabalho de Parto e o Parto,56
N170,Insuficiência Renal Aguda Com Necrose Tubular,56
K220,Acalásia do Cárdia,56
I602,Hemorragia Subaracnóide Proveniente da Artéria Comunicante Anterior,56
C830,"Linfoma Não-Hodgkin Difuso, Pequenas Células (difuso)",56
C488,Neoplasia Maligna Dos Tecidos Moles do Retroperitônio e do Peritônio Com Lesão Invasiva,56
W694,Afogamento e Submersão em Águas Naturais,55
V270,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,55
K710,Doença Hepática Tóxica Com Colestase,55
J942,Hemotórax,55
I809,Flebite e Tromboflebite de Localização Não Especificada,55
I424,Fibroelastose Endocárdica,55
C901,Leucemia Plasmocitária,55
C796,Neoplasia Maligna Secundária do Ovário,55
X937,Agressão Por Meio de Disparo de Arma de Fogo de Mão,54
X744,Lesão Autoprovocada Intencionalmente Por Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada,54
X360,"Vítima de Avalanche, Desabamento de Terra e Outros Movimentos da Superfície Terrestre",54
W747,Afogamento e Submersão Não Especificados,54
Q870,Síndromes Com Malformações Congênitas Afetando Predominantemente o Aspecto da Face,54
Q606,Síndrome de Potter,54
